Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
21,"50.00","1.50","4.92","498.83","9.84","4.92","17603.83","4.91","1.50"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0484"
"0.0200","0.0001","0.0485"
"0.0400","0.0002","0.0484"
"0.0600","0.0004","0.0484"
"0.0800","0.0011","0.0484"
"0.1000","0.0028","0.0491"
"0.1200","0.0057","0.0510"
"0.1400","0.0086","0.0541"
"0.1600","0.0115","0.0576"
"0.1800","0.0138","0.0608"
"0.2000","0.0161","0.0637"
"0.2200","0.0179","0.0661"
"0.2400","0.0197","0.0683"
"0.2600","0.0215","0.0702"
"0.2800","0.0233","0.0720"
"0.3000","0.0248","0.0738"
"0.3200","0.0264","0.0753"
"0.3400","0.0281","0.0768"
"0.3600","0.0299","0.0782"
"0.3800","0.0315","0.0797"
"0.4000","0.0333","0.0812"
"0.4200","0.0351","0.0827"
"0.4400","0.0368","0.0843"
"0.4600","0.0385","0.0860"
"0.4800","0.0401","0.0878"
"0.5000","0.0417","0.0897"
"0.5200","0.0433","0.0916"
"0.5400","0.0450","0.0933"
"0.5600","0.0466","0.0948"
"0.5800","0.0482","0.0963"
"0.6000","0.0497","0.0978"
"0.6200","0.0514","0.0996"
"0.6400","0.0531","0.1016"
"0.6600","0.0547","0.1035"
"0.6800","0.0565","0.1051"
"0.7000","0.0583","0.1069"
"0.7200","0.0601","0.1087"
"0.7400","0.0619","0.1108"
"0.7600","0.0636","0.1129"
"0.7800","0.0653","0.1148"
"0.8000","0.0668","0.1166"
"0.8200","0.0685","0.1184"
"0.8400","0.0700","0.1201"
"0.8600","0.0715","0.1218"
"0.8800","0.0732","0.1234"
"0.9000","0.0748","0.1251"
"0.9200","0.0766","0.1269"
"0.9400","0.0784","0.1287"
"0.9600","0.0802","0.1306"
"0.9800","0.0818","0.1325"
"1.0000","0.0836","0.1343"
"1.0200","0.0852","0.1362"
"1.0400","0.0869","0.1379"
"1.0600","0.0885","0.1397"
"1.0800","0.0903","0.1414"
"1.1000","0.0920","0.1432"
"1.1200","0.0935","0.1450"
"1.1400","0.0952","0.1467"
"1.1600","0.0968","0.1484"
"1.1800","0.0985","0.1501"
"1.2000","0.1001","0.1519"
"1.2200","0.1019","0.1536"
"1.2400","0.1037","0.1555"
"1.2600","0.1054","0.1574"
"1.2800","0.1071","0.1592"
"1.3000","0.1087","0.1610"
"1.3200","0.1103","0.1628"
"1.3400","0.1118","0.1643"
"1.3600","0.1133","0.1659"
"1.3800","0.1149","0.1675"
"1.4000","0.1164","0.1690"
"1.4200","0.1181","0.1706"
"1.4400","0.1198","0.1724"
"1.4600","0.1217","0.1743"
"1.4800","0.1235","0.1763"
"1.5000","0.1253","0.1783"
"1.5200","0.1269","0.1803"
"1.5400","0.1287","0.1821"
"1.5600","0.1303","0.1839"
"1.5800","0.1319","0.1856"
"1.6000","0.1334","0.1873"
"1.6200","0.1351","0.1889"
"1.6400","0.1367","0.1905"
"1.6600","0.1381","0.1923"
"1.6800","0.1398","0.1939"
"1.7000","0.1414","0.1955"
"1.7200","0.1431","0.1972"
"1.7400","0.1447","0.1990"
"1.7600","0.1466","0.2009"
"1.7800","0.1484","0.2028"
"1.8000","0.1502","0.2048"
"1.8200","0.1519","0.2067"
"1.8400","0.1537","0.2086"
"1.8600","0.1552","0.2104"
"1.8800","0.1568","0.2121"
"1.9000","0.1584","0.2137"
"1.9200","0.1598","0.2154"
"1.9400","0.1614","0.2170"
"1.9600","0.1632","0.2186"
"1.9800","0.1649","0.2203"
"2.0000","0.1666","0.2222"
"2.0200","0.1685","0.2241"
"2.0400","0.1702","0.2261"
"2.0600","0.1719","0.2280"
"2.0800","0.1735","0.2298"
