Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
1,"50.00","1.41","3.89","468.55","7.78","3.89","18071.87","3.90","1.41"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0532"
"0.0200","0.0000","0.0532"
"0.0400","0.0000","0.0532"
"0.0600","0.0002","0.0532"
"0.0800","0.0005","0.0532"
"0.1000","0.0009","0.0533"
"0.1200","0.0019","0.0536"
"0.1400","0.0033","0.0544"
"0.1600","0.0054","0.0558"
"0.1800","0.0083","0.0580"
"0.2000","0.0117","0.0612"
"0.2200","0.0151","0.0652"
"0.2400","0.0181","0.0694"
"0.2600","0.0208","0.0734"
"0.2800","0.0228","0.0767"
"0.3000","0.0248","0.0794"
"0.3200","0.0264","0.0817"
"0.3400","0.0280","0.0837"
"0.3600","0.0295","0.0854"
"0.3800","0.0312","0.0871"
"0.4000","0.0328","0.0889"
"0.4200","0.0346","0.0908"
"0.4400","0.0365","0.0928"
"0.4600","0.0382","0.0950"
"0.4800","0.0400","0.0971"
"0.5000","0.0418","0.0990"
"0.5200","0.0432","0.1010"
"0.5400","0.0447","0.1028"
"0.5600","0.0464","0.1044"
"0.5800","0.0480","0.1061"
"0.6000","0.0496","0.1080"
"0.6200","0.0511","0.1098"
"0.6400","0.0528","0.1115"
"0.6600","0.0545","0.1133"
"0.6800","0.0562","0.1151"
"0.7000","0.0580","0.1170"
"0.7200","0.0596","0.1189"
"0.7400","0.0614","0.1208"
"0.7600","0.0632","0.1227"
"0.7800","0.0649","0.1247"
"0.8000","0.0666","0.1267"
"0.8200","0.0682","0.1285"
"0.8400","0.0699","0.1302"
"0.8600","0.0715","0.1321"
"0.8800","0.0731","0.1340"
"0.9000","0.0747","0.1357"
"0.9200","0.0764","0.1374"
"0.9400","0.0782","0.1392"
"0.9600","0.0799","0.1411"
"0.9800","0.0818","0.1431"
"1.0000","0.0835","0.1452"
"1.0200","0.0852","0.1471"
"1.0400","0.0870","0.1490"
"1.0600","0.0885","0.1509"
"1.0800","0.0901","0.1526"
"1.1000","0.0916","0.1543"
"1.1200","0.0934","0.1561"
"1.1400","0.0949","0.1579"
"1.1600","0.0965","0.1596"
"1.1800","0.0982","0.1614"
"1.2000","0.1000","0.1632"
"1.2200","0.1016","0.1651"
"1.2400","0.1033","0.1670"
"1.2600","0.1050","0.1688"
"1.2800","0.1066","0.1706"
"1.3000","0.1084","0.1723"
"1.3200","0.1100","0.1742"
"1.3400","0.1117","0.1762"
"1.3600","0.1132","0.1780"
"1.3800","0.1149","0.1797"
"1.4000","0.1164","0.1814"
"1.4200","0.1179","0.1830"
"1.4400","0.1196","0.1847"
"1.4600","0.1214","0.1864"
"1.4800","0.1231","0.1883"
"1.5000","0.1248","0.1902"
"1.5200","0.1267","0.1921"
