Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
3,"50.00","1.43","5.06","475.88","10.11","5.06","17504.15","5.11","1.43"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0014"
"0.0200","0.0001","0.0014"
"0.0400","0.0002","0.0014"
"0.0600","0.0004","0.0014"
"0.0800","0.0008","0.0014"
"0.1000","0.0024","0.0018"
"0.1200","0.0054","0.0033"
"0.1400","0.0087","0.0064"
"0.1600","0.0116","0.0103"
"0.1800","0.0139","0.0140"
"0.2000","0.0161","0.0171"
"0.2200","0.0179","0.0196"
"0.2400","0.0198","0.0219"
"0.2600","0.0217","0.0241"
"0.2800","0.0234","0.0261"
"0.3000","0.0250","0.0280"
"0.3200","0.0267","0.0299"
"0.3400","0.0285","0.0317"
"0.3600","0.0301","0.0337"
"0.3800","0.0316","0.0356"
"0.4000","0.0334","0.0374"
"0.4200","0.0352","0.0394"
"0.4400","0.0370","0.0413"
"0.4600","0.0387","0.0433"
"0.4800","0.0403","0.0453"
"0.5000","0.0419","0.0471"
"0.5200","0.0437","0.0489"
"0.5400","0.0455","0.0508"
"0.5600","0.0470","0.0527"
"0.5800","0.0486","0.0545"
"0.6000","0.0504","0.0563"
"0.6200","0.0518","0.0582"
"0.6400","0.0534","0.0599"
"0.6600","0.0549","0.0615"
"0.6800","0.0565","0.0632"
"0.7000","0.0583","0.0651"
"0.7200","0.0601","0.0669"
"0.7400","0.0620","0.0689"
"0.7600","0.0636","0.0709"
"0.7800","0.0655","0.0729"
"0.8000","0.0673","0.0749"
"0.8200","0.0687","0.0768"
"0.8400","0.0702","0.0785"
"0.8600","0.0720","0.0802"
"0.8800","0.0735","0.0819"
"0.9000","0.0751","0.0837"
"0.9200","0.0766","0.0853"
"0.9400","0.0783","0.0870"
"0.9600","0.0800","0.0887"
"0.9800","0.0817","0.0905"
"1.0000","0.0835","0.0924"
"1.0200","0.0851","0.0943"
"1.0400","0.0869","0.0962"
"1.0600","0.0887","0.0980"
"1.0800","0.0904","0.0999"
"1.1000","0.0920","0.1018"
"1.1200","0.0936","0.1035"
"1.1400","0.0954","0.1053"
"1.1600","0.0969","0.1071"
"1.1800","0.0985","0.1088"
"1.2000","0.1000","0.1104"
"1.2200","0.1016","0.1120"
"1.2400","0.1033","0.1137"
"1.2600","0.1051","0.1156"
"1.2800","0.1070","0.1174"
"1.3000","0.1085","0.1194"
"1.3200","0.1103","0.1212"
"1.3400","0.1120","0.1231"
"1.3600","0.1136","0.1249"
"1.3800","0.1151","0.1266"
"1.4000","0.1168","0.1282"
"1.4200","0.1184","0.1299"
"1.4400","0.1199","0.1316"
"1.4600","0.1216","0.1333"
"1.4800","0.1234","0.1350"
"1.5000","0.1251","0.1368"
"1.5200","0.1268","0.1387"
"1.5400","0.1286","0.1405"
"1.5600","0.1302","0.1423"
"1.5800","0.1320","0.1441"
"1.6000","0.1338","0.1459"
"1.6200","0.1354","0.1478"
"1.6400","0.1369","0.1496"
"1.6600","0.1386","0.1512"
"1.6800","0.1402","0.1529"
"1.7000","0.1418","0.1546"
"1.7200","0.1433","0.1562"
"1.7400","0.1449","0.1578"
"1.7600","0.1466","0.1595"
"1.7800","0.1484","0.1612"
"1.8000","0.1502","0.1631"
"1.8200","0.1521","0.1650"
"1.8400","0.1538","0.1669"
"1.8600","0.1555","0.1688"
"1.8800","0.1571","0.1707"
"1.9000","0.1587","0.1725"
"1.9200","0.1602","0.1740"
"1.9400","0.1619","0.1755"
"1.9600","0.1635","0.1772"
"1.9800","0.1650","0.1789"
"2.0000","0.1667","0.1805"
"2.0200","0.1685","0.1822"
"2.0400","0.1702","0.1839"
"2.0600","0.1719","0.1859"
"2.0800","0.1737","0.1877"
"2.1000","0.1753","0.1894"
"2.1200","0.1771","0.1912"
"2.1400","0.1787","0.1929"
"2.1600","0.1804","0.1947"
"2.1800","0.1819","0.1965"
"2.2000","0.1836","0.1981"
"2.2200","0.1853","0.1998"
"2.2400","0.1869","0.2015"
"2.2600","0.1884","0.2032"
"2.2800","0.1900","0.2047"
"2.3000","0.1917","0.2063"
"2.3200","0.1935","0.2081"
"2.3400","0.1953","0.2099"
"2.3600","0.1970","0.2117"
"2.3800","0.1987","0.2135"
"2.4000","0.2003","0.2153"
"2.4200","0.2020","0.2171"
"2.4400","0.2035","0.2187"
"2.4600","0.2049","0.2203"
"2.4800","0.2066","0.2218"
"2.5000","0.2082","0.2233"
"2.5200","0.2098","0.2250"
"2.5400","0.2114","0.2266"
"2.5600","0.2133","0.2283"
"2.5800","0.2151","0.2301"
"2.6000","0.2169","0.2319"
"2.6200","0.2186","0.2338"
"2.6400","0.2203","0.2355"
"2.6600","0.2221","0.2373"
"2.6800","0.2238","0.2390"
"2.7000","0.2254","0.2406"
"2.7200","0.2269","0.2421"
"2.7400","0.2286","0.2435"
"2.7600","0.2302","0.2449"
"2.7800","0.2317","0.2464"
"2.8000","0.2333","0.2477"
"2.8200","0.2349","0.2491"
"2.8400","0.2367","0.2506"
"2.8600","0.2385","0.2523"
"2.8800","0.2402","0.2540"
"2.9000","0.2420","0.2558"
"2.9200","0.2437","0.2576"
"2.9400","0.2454","0.2593"
"2.9600","0.2471","0.2610"
"2.9800","0.2485","0.2626"
"3.0000","0.2502","0.2641"
"3.0200","0.2518","0.2657"
"3.0400","0.2535","0.2673"
"3.0600","0.2550","0.2690"
"3.0800","0.2567","0.2706"
"3.1000","0.2583","0.2721"
"3.1200","0.2601","0.2738"
"3.1400","0.2617","0.2755"
"3.1600","0.2635","0.2773"
"3.1800","0.2652","0.2790"
"3.2000","0.2669","0.2808"
"3.2200","0.2686","0.2825"
"3.2400","0.2703","0.2843"
"3.2600","0.2720","0.2860"
"3.2800","0.2737","0.2876"
"3.3000","0.2753","0.2893"
"3.3200","0.2768","0.2909"
"3.3400","0.2784","0.2925"
"3.3600","0.2800","0.2939"
"3.3800","0.2818","0.2955"
"3.4000","0.2836","0.2972"
"3.4200","0.2853","0.2990"
"3.4400","0.2871","0.3008"
"3.4600","0.2889","0.3026"
"3.4800","0.2905","0.3043"
"3.5000","0.2922","0.3061"
"3.5200","0.2937","0.3077"
"3.5400","0.2953","0.3092"
"3.5600","0.2970","0.3108"
"3.5800","0.2987","0.3124"
"3.6000","0.3002","0.3141"
"3.6200","0.3019","0.3157"
"3.6400","0.3035","0.3172"
"3.6600","0.3052","0.3188"
"3.6800","0.3068","0.3204"
"3.7000","0.3085","0.3220"
"3.7200","0.3101","0.3237"
"3.7400","0.3119","0.3254"
"3.7600","0.3137","0.3270"
"3.7800","0.3153","0.3287"
"3.8000","0.3169","0.3304"
"3.8200","0.3185","0.3320"
"3.8400","0.3202","0.3335"
"3.8600","0.3216","0.3351"
"3.8800","0.3231","0.3366"
"3.9000","0.3248","0.3381"
"3.9200","0.3265","0.3396"
"3.9400","0.3282","0.3413"
"3.9600","0.3300","0.3430"
"3.9800","0.3319","0.3447"
"4.0000","0.3335","0.3466"
"4.0200","0.3353","0.3483"
"4.0400","0.3369","0.3500"
"4.0600","0.3386","0.3517"
"4.0800","0.3401","0.3532"
"4.1000","0.3418","0.3548"
"4.1200","0.3434","0.3563"
"4.1400","0.3450","0.3579"
"4.1600","0.3466","0.3594"
"4.1800","0.3483","0.3609"
"4.2000","0.3500","0.3625"
"4.2200","0.3517","0.3642"
"4.2400","0.3535","0.3659"
"4.2600","0.3552","0.3676"
"4.2800","0.3570","0.3693"
"4.3000","0.3589","0.3711"
"4.3200","0.3607","0.3729"
"4.3400","0.3622","0.3746"
"4.3600","0.3637","0.3763"
"4.3800","0.3654","0.3778"
"4.4000","0.3668","0.3792"
