Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
14,"50.00","1.70","3.69","565.76","7.39","3.69","23671.27","3.70","1.70"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0046"
"0.0200","0.0000","0.0046"
"0.0400","0.0002","0.0046"
"0.0600","0.0004","0.0046"
"0.0800","0.0011","0.0047"
"0.1000","0.0030","0.0056"
"0.1200","0.0059","0.0082"
"0.1400","0.0089","0.0125"
"0.1600","0.0116","0.0178"
"0.1800","0.0139","0.0227"
"0.2000","0.0159","0.0269"
"0.2200","0.0178","0.0304"
"0.2400","0.0196","0.0333"
"0.2600","0.0212","0.0361"
"0.2800","0.0230","0.0388"
"0.3000","0.0249","0.0414"
"0.3200","0.0266","0.0442"
"0.3400","0.0285","0.0470"
"0.3600","0.0302","0.0499"
"0.3800","0.0319","0.0526"
"0.4000","0.0335","0.0552"
"0.4200","0.0352","0.0576"
"0.4400","0.0368","0.0597"
"0.4600","0.0382","0.0615"
"0.4800","0.0399","0.0633"
"0.5000","0.0417","0.0654"
"0.5200","0.0433","0.0677"
"0.5400","0.0451","0.0699"
"0.5600","0.0469","0.0720"
"0.5800","0.0485","0.0742"
"0.6000","0.0502","0.0766"
"0.6200","0.0518","0.0790"
"0.6400","0.0535","0.0812"
"0.6600","0.0551","0.0834"
"0.6800","0.0568","0.0856"
"0.7000","0.0584","0.0879"
"0.7200","0.0600","0.0903"
"0.7400","0.0616","0.0926"
"0.7600","0.0634","0.0949"
"0.7800","0.0650","0.0973"
"0.8000","0.0667","0.0997"
"0.8200","0.0685","0.1021"
"0.8400","0.0701","0.1045"
"0.8600","0.0718","0.1070"
"0.8800","0.0735","0.1095"
"0.9000","0.0754","0.1120"
"0.9200","0.0770","0.1144"
"0.9400","0.0786","0.1168"
"0.9600","0.0803","0.1192"
"0.9800","0.0818","0.1215"
"1.0000","0.0833","0.1237"
"1.0200","0.0849","0.1259"
"1.0400","0.0867","0.1281"
"1.0600","0.0883","0.1303"
"1.0800","0.0901","0.1327"
"1.1000","0.0918","0.1352"
"1.1200","0.0935","0.1378"
"1.1400","0.0952","0.1402"
"1.1600","0.0969","0.1426"
"1.1800","0.0986","0.1450"
"1.2000","0.1001","0.1474"
"1.2200","0.1019","0.1496"
"1.2400","0.1035","0.1520"
"1.2600","0.1052","0.1545"
"1.2800","0.1066","0.1568"
"1.3000","0.1083","0.1590"
"1.3200","0.1098","0.1612"
"1.3400","0.1114","0.1634"
"1.3600","0.1132","0.1657"
"1.3800","0.1150","0.1681"
"1.4000","0.1166","0.1707"
"1.4200","0.1184","0.1732"
"1.4400","0.1202","0.1758"
"1.4600","0.1217","0.1783"
"1.4800","0.1234","0.1806"
"1.5000","0.1250","0.1828"
"1.5200","0.1267","0.1851"
"1.5400","0.1282","0.1875"
"1.5600","0.1297","0.1898"
"1.5800","0.1315","0.1920"
"1.6000","0.1333","0.1944"
"1.6200","0.1349","0.1969"
"1.6400","0.1368","0.1995"
"1.6600","0.1385","0.2020"
"1.6800","0.1400","0.2044"
"1.7000","0.1418","0.2067"
"1.7200","0.1434","0.2092"
"1.7400","0.1451","0.2116"
"1.7600","0.1467","0.2139"
"1.7800","0.1485","0.2164"
"1.8000","0.1500","0.2188"
"1.8200","0.1516","0.2212"
"1.8400","0.1532","0.2234"
"1.8600","0.1550","0.2257"
"1.8800","0.1567","0.2280"
"1.9000","0.1584","0.2305"
"1.9200","0.1603","0.2330"
"1.9400","0.1621","0.2357"
"1.9600","0.1639","0.2382"
"1.9800","0.1655","0.2407"
"2.0000","0.1669","0.2432"
"2.0200","0.1685","0.2453"
"2.0400","0.1700","0.2474"
"2.0600","0.1717","0.2496"
"2.0800","0.1732","0.2519"
"2.1000","0.1748","0.2541"
"2.1200","0.1765","0.2563"
"2.1400","0.1784","0.2588"
"2.1600","0.1800","0.2614"
"2.1800","0.1818","0.2639"
"2.2000","0.1835","0.2664"
"2.2200","0.1851","0.2688"
"2.2400","0.1869","0.2711"
"2.2600","0.1885","0.2736"
"2.2800","0.1902","0.2760"
"2.3000","0.1920","0.2784"
"2.3200","0.1936","0.2808"
"2.3400","0.1951","0.2832"
"2.3600","0.1967","0.2854"
"2.3800","0.1982","0.2876"
"2.4000","0.2000","0.2898"
"2.4200","0.2018","0.2922"
"2.4400","0.2035","0.2947"
"2.4600","0.2053","0.2972"
"2.4800","0.2071","0.2998"
"2.5000","0.2088","0.3024"
"2.5200","0.2104","0.3049"
"2.5400","0.2118","0.3072"
"2.5600","0.2133","0.3092"
"2.5800","0.2150","0.3113"
"2.6000","0.2166","0.3136"
"2.6200","0.2182","0.3158"
"2.6400","0.2198","0.3180"
"2.6600","0.2216","0.3204"
"2.6800","0.2234","0.3229"
"2.7000","0.2251","0.3255"
"2.7200","0.2268","0.3280"
"2.7400","0.2284","0.3304"
"2.7600","0.2302","0.3328"
"2.7800","0.2320","0.3351"
"2.8000","0.2335","0.3375"
"2.8200","0.2350","0.3398"
"2.8400","0.2367","0.3420"
"2.8600","0.2384","0.3442"
"2.8800","0.2398","0.3465"
"2.9000","0.2413","0.3486"
"2.9200","0.2430","0.3507"
"2.9400","0.2447","0.3529"
"2.9600","0.2465","0.3553"
"2.9800","0.2483","0.3578"
"3.0000","0.2500","0.3603"
"3.0200","0.2517","0.3628"
"3.0400","0.2535","0.3653"
"3.0600","0.2551","0.3676"
"3.0800","0.2565","0.3699"
"3.1000","0.2582","0.3720"
"3.1200","0.2600","0.3742"
"3.1400","0.2616","0.3765"
"3.1600","0.2633","0.3789"
"3.1800","0.2650","0.3813"
"3.2000","0.2668","0.3837"
"3.2200","0.2685","0.3861"
"3.2400","0.2702","0.3884"
"3.2600","0.2719","0.3908"
"3.2800","0.2735","0.3932"
"3.3000","0.2753","0.3955"
"3.3200","0.2770","0.3978"
"3.3400","0.2786","0.4002"
"3.3600","0.2801","0.4024"
"3.3800","0.2819","0.4046"
"3.4000","0.2836","0.4069"
"3.4200","0.2851","0.4092"
"3.4400","0.2866","0.4114"
"3.4600","0.2883","0.4135"
"3.4800","0.2901","0.4157"
"3.5000","0.2917","0.4180"
"3.5200","0.2935","0.4203"
"3.5400","0.2953","0.4228"
"3.5600","0.2969","0.4252"
"3.5800","0.2986","0.4275"
"3.6000","0.3002","0.4298"
"3.6200","0.3016","0.4320"
"3.6400","0.3033","0.4340"
"3.6600","0.3049","0.4361"
"3.6800","0.3066","0.4383"
"3.7000","0.3082","0.4406"
"3.7200","0.3099","0.4428"
"3.7400","0.3117","0.4451"
"3.7600","0.3133","0.4474"
"3.7800","0.3150","0.4498"
"3.8000","0.3167","0.4521"
"3.8200","0.3184","0.4545"
"3.8400","0.3202","0.4568"
"3.8600","0.3219","0.4591"
"3.8800","0.3236","0.4615"
"3.9000","0.3252","0.4639"
"3.9200","0.3270","0.4662"
"3.9400","0.3287","0.4686"
"3.9600","0.3302","0.4708"
"3.9800","0.3317","0.4728"
"4.0000","0.3334","0.4749"
"4.0200","0.3350","0.4771"
"4.0400","0.3367","0.4793"
"4.0600","0.3385","0.4816"
"4.0800","0.3404","0.4839"
"4.1000","0.3420","0.4864"
"4.1200","0.3437","0.4887"
"4.1400","0.3453","0.4910"
"4.1600","0.3467","0.4931"
"4.1800","0.3483","0.4951"
"4.2000","0.3500","0.4971"
"4.2200","0.3517","0.4993"
"4.2400","0.3532","0.5016"
