Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
19,"50.00","1.48","4.98","494.10","9.96","4.98","17267.75","4.99","1.48"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0278"
"0.0200","0.0000","0.0277"
"0.0400","0.0002","0.0277"
"0.0600","0.0005","0.0276"
"0.0800","0.0014","0.0277"
"0.1000","0.0037","0.0287"
"0.1200","0.0066","0.0311"
"0.1400","0.0096","0.0348"
"0.1600","0.0119","0.0386"
"0.1800","0.0140","0.0421"
"0.2000","0.0158","0.0448"
"0.2200","0.0177","0.0471"
"0.2400","0.0195","0.0492"
"0.2600","0.0211","0.0512"
"0.2800","0.0229","0.0532"
"0.3000","0.0247","0.0551"
"0.3200","0.0264","0.0570"
"0.3400","0.0283","0.0589"
"0.3600","0.0301","0.0608"
"0.3800","0.0318","0.0627"
"0.4000","0.0334","0.0643"
"0.4200","0.0351","0.0657"
"0.4400","0.0366","0.0668"
"0.4600","0.0380","0.0675"
"0.4800","0.0397","0.0682"
"0.5000","0.0413","0.0694"
"0.5200","0.0431","0.0711"
"0.5400","0.0449","0.0731"
"0.5600","0.0467","0.0750"
"0.5800","0.0485","0.0767"
"0.6000","0.0503","0.0784"
"0.6200","0.0519","0.0801"
"0.6400","0.0534","0.0816"
"0.6600","0.0549","0.0831"
"0.6800","0.0567","0.0846"
"0.7000","0.0583","0.0862"
"0.7200","0.0599","0.0878"
"0.7400","0.0616","0.0894"
"0.7600","0.0633","0.0911"
"0.7800","0.0649","0.0927"
"0.8000","0.0666","0.0944"
"0.8200","0.0684","0.0960"
"0.8400","0.0701","0.0976"
"0.8600","0.0720","0.0994"
"0.8800","0.0738","0.1012"
"0.9000","0.0754","0.1030"
"0.9200","0.0770","0.1047"
"0.9400","0.0785","0.1063"
"0.9600","0.0800","0.1079"
"0.9800","0.0815","0.1095"
"1.0000","0.0830","0.1110"
"1.0200","0.0846","0.1125"
"1.0400","0.0864","0.1141"
"1.0600","0.0882","0.1158"
"1.0800","0.0900","0.1176"
"1.1000","0.0918","0.1195"
"1.1200","0.0935","0.1214"
"1.1400","0.0953","0.1233"
"1.1600","0.0969","0.1251"
"1.1800","0.0985","0.1269"
"1.2000","0.1000","0.1286"
"1.2200","0.1016","0.1302"
"1.2400","0.1034","0.1320"
"1.2600","0.1050","0.1337"
"1.2800","0.1066","0.1354"
"1.3000","0.1083","0.1371"
"1.3200","0.1099","0.1389"
"1.3400","0.1116","0.1406"
"1.3600","0.1133","0.1424"
"1.3800","0.1150","0.1442"
"1.4000","0.1168","0.1460"
"1.4200","0.1185","0.1479"
"1.4400","0.1203","0.1498"
"1.4600","0.1218","0.1516"
"1.4800","0.1234","0.1533"
"1.5000","0.1250","0.1549"
"1.5200","0.1266","0.1566"
"1.5400","0.1281","0.1583"
"1.5600","0.1299","0.1600"
"1.5800","0.1315","0.1617"
"1.6000","0.1334","0.1636"
"1.6200","0.1352","0.1655"
"1.6400","0.1369","0.1674"
"1.6600","0.1385","0.1693"
"1.6800","0.1401","0.1711"
"1.7000","0.1417","0.1728"
"1.7200","0.1432","0.1744"
"1.7400","0.1449","0.1761"
"1.7600","0.1465","0.1777"
"1.7800","0.1482","0.1794"
"1.8000","0.1497","0.1811"
"1.8200","0.1513","0.1828"
"1.8400","0.1531","0.1845"
"1.8600","0.1548","0.1863"
"1.8800","0.1564","0.1882"
"1.9000","0.1582","0.1900"
"1.9200","0.1600","0.1918"
"1.9400","0.1617","0.1937"
"1.9600","0.1635","0.1956"
"1.9800","0.1653","0.1975"
"2.0000","0.1668","0.1993"
"2.0200","0.1683","0.2010"
"2.0400","0.1699","0.2026"
"2.0600","0.1715","0.2042"
"2.0800","0.1731","0.2058"
"2.1000","0.1748","0.2075"
"2.1200","0.1766","0.2093"
"2.1400","0.1784","0.2112"
"2.1600","0.1802","0.2131"
"2.1800","0.1819","0.2150"
"2.2000","0.1836","0.2169"
"2.2200","0.1852","0.2187"
"2.2400","0.1869","0.2204"
"2.2600","0.1885","0.2222"
"2.2800","0.1901","0.2239"
"2.3000","0.1918","0.2256"
"2.3200","0.1936","0.2274"
"2.3400","0.1951","0.2292"
"2.3600","0.1967","0.2309"
"2.3800","0.1983","0.2325"
"2.4000","0.1999","0.2341"
"2.4200","0.2014","0.2357"
"2.4400","0.2032","0.2373"
"2.4600","0.2051","0.2391"
"2.4800","0.2067","0.2411"
"2.5000","0.2086","0.2430"
"2.5200","0.2103","0.2449"
"2.5400","0.2118","0.2468"
"2.5600","0.2134","0.2484"
"2.5800","0.2151","0.2501"
"2.6000","0.2166","0.2518"
"2.6200","0.2182","0.2534"
"2.6400","0.2199","0.2550"
"2.6600","0.2217","0.2567"
"2.6800","0.2234","0.2585"
"2.7000","0.2251","0.2604"
"2.7200","0.2269","0.2622"
"2.7400","0.2286","0.2641"
"2.7600","0.2302","0.2658"
"2.7800","0.2319","0.2675"
"2.8000","0.2335","0.2692"
"2.8200","0.2350","0.2710"
"2.8400","0.2368","0.2727"
"2.8600","0.2385","0.2744"
"2.8800","0.2400","0.2762"
"2.9000","0.2415","0.2777"
"2.9200","0.2431","0.2792"
"2.9400","0.2447","0.2807"
"2.9600","0.2463","0.2824"
"2.9800","0.2482","0.2841"
"3.0000","0.2499","0.2860"
"3.0200","0.2518","0.2879"
"3.0400","0.2537","0.2899"
"3.0600","0.2554","0.2918"
"3.0800","0.2569","0.2937"
"3.1000","0.2584","0.2953"
"3.1200","0.2600","0.2968"
"3.1400","0.2615","0.2983"
