Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
9,"50.00","1.69","3.99","561.82","7.97","3.99","23201.34","3.99","1.69"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0173"
"0.0200","0.0000","-0.0172"
"0.0400","0.0002","-0.0172"
"0.0600","0.0005","-0.0173"
"0.0800","0.0014","-0.0171"
"0.1000","0.0035","-0.0160"
"0.1200","0.0067","-0.0130"
"0.1400","0.0097","-0.0082"
"0.1600","0.0124","-0.0031"
"0.1800","0.0145","0.0016"
"0.2000","0.0163","0.0053"
"0.2200","0.0178","0.0084"
"0.2400","0.0195","0.0110"
"0.2600","0.0211","0.0133"
"0.2800","0.0228","0.0158"
"0.3000","0.0246","0.0185"
"0.3200","0.0266","0.0214"
"0.3400","0.0283","0.0243"
"0.3600","0.0301","0.0272"
"0.3800","0.0319","0.0300"
"0.4000","0.0335","0.0326"
"0.4200","0.0349","0.0351"
"0.4400","0.0366","0.0374"
"0.4600","0.0382","0.0399"
"0.4800","0.0398","0.0425"
"0.5000","0.0414","0.0449"
"0.5200","0.0432","0.0474"
"0.5400","0.0449","0.0499"
"0.5600","0.0466","0.0527"
"0.5800","0.0483","0.0553"
"0.6000","0.0499","0.0578"
"0.6200","0.0517","0.0604"
"0.6400","0.0534","0.0629"
"0.6600","0.0551","0.0655"
"0.6800","0.0567","0.0682"
"0.7000","0.0583","0.0708"
"0.7200","0.0600","0.0732"
"0.7400","0.0615","0.0756"
"0.7600","0.0630","0.0779"
"0.7800","0.0646","0.0802"
"0.8000","0.0663","0.0826"
"0.8200","0.0681","0.0851"
"0.8400","0.0699","0.0878"
"0.8600","0.0718","0.0906"
"0.8800","0.0735","0.0934"
"0.9000","0.0753","0.0962"
"0.9200","0.0770","0.0988"
"0.9400","0.0785","0.1012"
"0.9600","0.0799","0.1035"
"0.9800","0.0816","0.1058"
"1.0000","0.0832","0.1080"
"1.0200","0.0849","0.1105"
"1.0400","0.0865","0.1130"
"1.0600","0.0883","0.1154"
"1.0800","0.0900","0.1179"
"1.1000","0.0917","0.1205"
"1.1200","0.0934","0.1231"
"1.1400","0.0952","0.1256"
"1.1600","0.0969","0.1281"
"1.1800","0.0986","0.1307"
"1.2000","0.1003","0.1333"
"1.2200","0.1019","0.1358"
"1.2400","0.1035","0.1382"
"1.2600","0.1052","0.1404"
"1.2800","0.1068","0.1427"
"1.3000","0.1083","0.1450"
"1.3200","0.1098","0.1471"
"1.3400","0.1114","0.1493"
"1.3600","0.1132","0.1515"
"1.3800","0.1149","0.1537"
"1.4000","0.1168","0.1560"
"1.4200","0.1185","0.1581"
"1.4400","0.1202","0.1601"
"1.4600","0.1220","0.1619"
"1.4800","0.1236","0.1638"
"1.5000","0.1250","0.1657"
"1.5200","0.1268","0.1676"
"1.5400","0.1284","0.1696"
"1.5600","0.1301","0.1719"
"1.5800","0.1317","0.1742"
"1.6000","0.1334","0.1763"
"1.6200","0.1349","0.1785"
"1.6400","0.1366","0.1806"
"1.6600","0.1382","0.1827"
"1.6800","0.1399","0.1849"
"1.7000","0.1417","0.1873"
"1.7200","0.1433","0.1896"
"1.7400","0.1451","0.1919"
"1.7600","0.1467","0.1944"
"1.7800","0.1484","0.1967"
"1.8000","0.1500","0.1989"
"1.8200","0.1517","0.2011"
"1.8400","0.1532","0.2034"
"1.8600","0.1548","0.2055"
"1.8800","0.1564","0.2077"
"1.9000","0.1582","0.2100"
"1.9200","0.1600","0.2124"
"1.9400","0.1617","0.2148"
"1.9600","0.1635","0.2173"
"1.9800","0.1652","0.2198"
"2.0000","0.1669","0.2222"
"2.0200","0.1686","0.2247"
"2.0400","0.1701","0.2270"
"2.0600","0.1718","0.2293"
"2.0800","0.1735","0.2315"
"2.1000","0.1751","0.2338"
"2.1200","0.1766","0.2360"
"2.1400","0.1781","0.2382"
"2.1600","0.1798","0.2404"
"2.1800","0.1815","0.2426"
"2.2000","0.1831","0.2448"
"2.2200","0.1850","0.2472"
"2.2400","0.1866","0.2497"
"2.2600","0.1884","0.2522"
"2.2800","0.1902","0.2548"
"2.3000","0.1920","0.2572"
"2.3200","0.1935","0.2596"
"2.3400","0.1950","0.2618"
"2.3600","0.1967","0.2640"
"2.3800","0.1981","0.2661"
"2.4000","0.1996","0.2681"
"2.4200","0.2013","0.2702"
"2.4400","0.2031","0.2725"
"2.4600","0.2048","0.2749"
"2.4800","0.2067","0.2774"
"2.5000","0.2084","0.2800"
"2.5200","0.2101","0.2825"
"2.5400","0.2118","0.2849"
"2.5600","0.2136","0.2873"
"2.5800","0.2151","0.2896"
"2.6000","0.2167","0.2919"
"2.6200","0.2185","0.2942"
"2.6400","0.2202","0.2966"
"2.6600","0.2218","0.2989"
"2.6800","0.2234","0.3012"
"2.7000","0.2250","0.3034"
"2.7200","0.2267","0.3057"
"2.7400","0.2283","0.3079"
"2.7600","0.2301","0.3102"
"2.7800","0.2317","0.3126"
"2.8000","0.2336","0.3151"
"2.8200","0.2354","0.3176"
"2.8400","0.2371","0.3201"
"2.8600","0.2385","0.3224"
"2.8800","0.2401","0.3246"
"2.9000","0.2417","0.3267"
"2.9200","0.2431","0.3289"
"2.9400","0.2447","0.3309"
"2.9600","0.2464","0.3330"
"2.9800","0.2482","0.3353"
"3.0000","0.2499","0.3378"
"3.0200","0.2517","0.3403"
"3.0400","0.2535","0.3428"
"3.0600","0.2551","0.3452"
"3.0800","0.2568","0.3475"
"3.1000","0.2584","0.3498"
"3.1200","0.2598","0.3521"
"3.1400","0.2615","0.3541"
"3.1600","0.2631","0.3563"
"3.1800","0.2648","0.3586"
"3.2000","0.2663","0.3609"
"3.2200","0.2680","0.3631"
"3.2400","0.2696","0.3652"
"3.2600","0.2713","0.3674"
