Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
4,"50.00","1.69","3.74","561.99","7.47","3.74","23320.09","3.73","1.69"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0115"
"0.0200","0.0001","-0.0115"
"0.0400","0.0002","-0.0114"
"0.0600","0.0004","-0.0114"
"0.0800","0.0009","-0.0113"
"0.1000","0.0028","-0.0106"
"0.1200","0.0059","-0.0082"
"0.1400","0.0090","-0.0038"
"0.1600","0.0118","0.0014"
"0.1800","0.0143","0.0065"
"0.2000","0.0164","0.0107"
"0.2200","0.0182","0.0142"
"0.2400","0.0198","0.0172"
"0.2600","0.0216","0.0199"
"0.2800","0.0233","0.0226"
"0.3000","0.0249","0.0251"
"0.3200","0.0266","0.0276"
"0.3400","0.0283","0.0302"
"0.3600","0.0297","0.0328"
"0.3800","0.0314","0.0353"
"0.4000","0.0331","0.0377"
"0.4200","0.0347","0.0402"
"0.4400","0.0366","0.0429"
"0.4600","0.0385","0.0457"
"0.4800","0.0401","0.0486"
"0.5000","0.0419","0.0513"
"0.5200","0.0436","0.0540"
"0.5400","0.0452","0.0566"
"0.5600","0.0466","0.0590"
"0.5800","0.0483","0.0614"
"0.6000","0.0501","0.0637"
"0.6200","0.0517","0.0663"
"0.6400","0.0532","0.0688"
"0.6600","0.0550","0.0713"
"0.6800","0.0567","0.0739"
"0.7000","0.0583","0.0764"
"0.7200","0.0601","0.0790"
"0.7400","0.0617","0.0816"
"0.7600","0.0634","0.0841"
"0.7800","0.0652","0.0866"
"0.8000","0.0668","0.0891"
"0.8200","0.0684","0.0916"
"0.8400","0.0701","0.0940"
"0.8600","0.0718","0.0965"
"0.8800","0.0734","0.0990"
"0.9000","0.0751","0.1015"
"0.9200","0.0767","0.1039"
"0.9400","0.0784","0.1063"
"0.9600","0.0800","0.1087"
"0.9800","0.0817","0.1112"
"1.0000","0.0835","0.1137"
"1.0200","0.0851","0.1162"
"1.0400","0.0869","0.1187"
"1.0600","0.0885","0.1212"
"1.0800","0.0902","0.1238"
"1.1000","0.0918","0.1262"
"1.1200","0.0935","0.1285"
"1.1400","0.0953","0.1310"
"1.1600","0.0968","0.1335"
"1.1800","0.0985","0.1358"
"1.2000","0.1001","0.1382"
"1.2200","0.1019","0.1406"
"1.2400","0.1037","0.1431"
"1.2600","0.1054","0.1457"
"1.2800","0.1071","0.1482"
"1.3000","0.1087","0.1507"
"1.3200","0.1104","0.1530"
"1.3400","0.1122","0.1555"
"1.3600","0.1137","0.1579"
"1.3800","0.1153","0.1602"
"1.4000","0.1170","0.1625"
"1.4200","0.1185","0.1648"
"1.4400","0.1201","0.1670"
"1.4600","0.1216","0.1691"
"1.4800","0.1232","0.1713"
"1.5000","0.1250","0.1735"
"1.5200","0.1268","0.1760"
"1.5400","0.1286","0.1784"
"1.5600","0.1303","0.1810"
"1.5800","0.1321","0.1835"
"1.6000","0.1339","0.1859"
"1.6200","0.1354","0.1883"
"1.6400","0.1369","0.1904"
"1.6600","0.1386","0.1923"
"1.6800","0.1402","0.1944"
"1.7000","0.1418","0.1965"
"1.7200","0.1433","0.1985"
"1.7400","0.1450","0.2005"
"1.7600","0.1467","0.2026"
"1.7800","0.1484","0.2048"
"1.8000","0.1502","0.2071"
"1.8200","0.1518","0.2094"
"1.8400","0.1535","0.2117"
"1.8600","0.1552","0.2139"
"1.8800","0.1570","0.2163"
"1.9000","0.1585","0.2186"
"1.9200","0.1603","0.2209"
"1.9400","0.1620","0.2231"
"1.9600","0.1635","0.2254"
"1.9800","0.1650","0.2275"
"2.0000","0.1666","0.2296"
"2.0200","0.1683","0.2316"
"2.0400","0.1700","0.2338"
"2.0600","0.1718","0.2361"
"2.0800","0.1735","0.2385"
"2.1000","0.1752","0.2409"
"2.1200","0.1770","0.2432"
"2.1400","0.1786","0.2456"
"2.1600","0.1802","0.2480"
"2.1800","0.1817","0.2501"
"2.2000","0.1833","0.2521"
"2.2200","0.1851","0.2543"
"2.2400","0.1866","0.2566"
"2.2600","0.1883","0.2588"
"2.2800","0.1901","0.2610"
"2.3000","0.1918","0.2634"
"2.3200","0.1936","0.2658"
"2.3400","0.1954","0.2682"
"2.3600","0.1970","0.2706"
"2.3800","0.1988","0.2729"
"2.4000","0.2005","0.2752"
"2.4200","0.2021","0.2775"
"2.4400","0.2036","0.2798"
"2.4600","0.2052","0.2818"
"2.4800","0.2068","0.2838"
"2.5000","0.2084","0.2859"
"2.5200","0.2099","0.2880"
"2.5400","0.2116","0.2901"
"2.5600","0.2132","0.2922"
"2.5800","0.2150","0.2945"
"2.6000","0.2169","0.2969"
"2.6200","0.2188","0.2994"
"2.6400","0.2204","0.3019"
"2.6600","0.2222","0.3043"
"2.6800","0.2238","0.3066"
"2.7000","0.2254","0.3089"
"2.7200","0.2269","0.3110"
"2.7400","0.2284","0.3129"
"2.7600","0.2301","0.3149"
"2.7800","0.2316","0.3171"
"2.8000","0.2333","0.3192"
"2.8200","0.2352","0.3213"
"2.8400","0.2368","0.3237"
"2.8600","0.2386","0.3261"
"2.8800","0.2404","0.3284"
"2.9000","0.2419","0.3307"
"2.9200","0.2437","0.3330"
"2.9400","0.2453","0.3352"
"2.9600","0.2471","0.3374"
"2.9800","0.2487","0.3397"
"3.0000","0.2503","0.3419"
"3.0200","0.2519","0.3440"
"3.0400","0.2535","0.3461"
"3.0600","0.2550","0.3481"
"3.0800","0.2567","0.3501"
"3.1000","0.2584","0.3522"
"3.1200","0.2601","0.3544"
"3.1400","0.2620","0.3568"
"3.1600","0.2637","0.3591"
"3.1800","0.2654","0.3615"
"3.2000","0.2670","0.3638"
"3.2200","0.2686","0.3659"
"3.2400","0.2701","0.3680"
"3.2600","0.2716","0.3700"
"3.2800","0.2733","0.3719"
"3.3000","0.2751","0.3740"
"3.3200","0.2766","0.3762"
"3.3400","0.2783","0.3783"
"3.3600","0.2800","0.3805"
"3.3800","0.2818","0.3828"
"3.4000","0.2836","0.3851"
"3.4200","0.2852","0.3874"
"3.4400","0.2870","0.3897"
"3.4600","0.2886","0.3919"
"3.4800","0.2904","0.3940"
"3.5000","0.2920","0.3962"
"3.5200","0.2935","0.3983"
"3.5400","0.2951","0.4003"
"3.5600","0.2968","0.4023"
"3.5800","0.2983","0.4045"
"3.6000","0.2999","0.4065"
