Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
19,"50.00","1.45","4.95","484.13","9.89","4.95","20426.07","5.07","1.45"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0493"
"0.0200","0.0000","-0.0493"
"0.0400","0.0002","-0.0493"
"0.0600","0.0005","-0.0494"
"0.0800","0.0011","-0.0492"
"0.1000","0.0030","-0.0485"
"0.1200","0.0059","-0.0462"
"0.1400","0.0089","-0.0423"
"0.1600","0.0117","-0.0378"
"0.1800","0.0140","-0.0335"
"0.2000","0.0163","-0.0298"
"0.2200","0.0182","-0.0266"
"0.2400","0.0201","-0.0237"
"0.2600","0.0217","-0.0211"
"0.2800","0.0233","-0.0188"
"0.3000","0.0249","-0.0166"
"0.3200","0.0267","-0.0143"
"0.3400","0.0283","-0.0118"
"0.3600","0.0300","-0.0093"
"0.3800","0.0316","-0.0070"
"0.4000","0.0333","-0.0048"
"0.4200","0.0348","-0.0035"
"0.4400","0.0365","-0.0033"
"0.4600","0.0382","-0.0033"
"0.4800","0.0400","-0.0033"
"0.5000","0.0418","-0.0033"
"0.5200","0.0436","-0.0033"
"0.5400","0.0452","-0.0033"
"0.5600","0.0467","-0.0030"
"0.5800","0.0484","-0.0010"
"0.6000","0.0501","0.0016"
"0.6200","0.0516","0.0006"
"0.6400","0.0531","-0.0016"
"0.6600","0.0549","-0.0023"
"0.6800","0.0567","-0.0021"
"0.7000","0.0584","-0.0016"
"0.7200","0.0602","-0.0012"
"0.7400","0.0620","-0.0009"
"0.7600","0.0636","-0.0004"
"0.7800","0.0653","0.0007"
"0.8000","0.0669","0.0023"
"0.8200","0.0685","0.0043"
"0.8400","0.0701","0.0064"
"0.8600","0.0718","0.0083"
"0.8800","0.0733","0.0102"
