Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
18,"50.00","1.29","6.34","429.64","12.68","6.34","15518.65","6.40","1.29"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0221"
"0.0200","0.0000","-0.0221"
"0.0400","0.0002","-0.0220"
"0.0600","0.0004","-0.0221"
"0.0800","0.0012","-0.0220"
"0.1000","0.0031","-0.0214"
"0.1200","0.0061","-0.0196"
"0.1400","0.0092","-0.0164"
"0.1600","0.0120","-0.0126"
"0.1800","0.0144","-0.0091"
"0.2000","0.0166","-0.0063"
"0.2200","0.0184","-0.0039"
"0.2400","0.0202","-0.0020"
"0.2600","0.0218","-0.0010"
"0.2800","0.0235","-0.0005"
"0.3000","0.0249","0.0000"
"0.3200","0.0264","0.0007"
"0.3400","0.0281","0.0013"
"0.3600","0.0299","0.0021"
"0.3800","0.0316","0.0031"
"0.4000","0.0334","0.0039"
"0.4200","0.0353","0.0045"
"0.4400","0.0371","0.0050"
"0.4600","0.0387","0.0057"
"0.4800","0.0404","0.0066"
"0.5000","0.0419","0.0076"
"0.5200","0.0434","0.0088"
"0.5400","0.0451","0.0101"
"0.5600","0.0467","0.0114"
"0.5800","0.0484","0.0125"
"0.6000","0.0501","0.0135"
"0.6200","0.0517","0.0145"
"0.6400","0.0532","0.0156"
"0.6600","0.0549","0.0168"
"0.6800","0.0567","0.0183"
"0.7000","0.0583","0.0198"
"0.7200","0.0601","0.0211"
"0.7400","0.0619","0.0224"
"0.7600","0.0636","0.0238"
"0.7800","0.0652","0.0252"
"0.8000","0.0668","0.0267"
"0.8200","0.0685","0.0282"
"0.8400","0.0701","0.0296"
"0.8600","0.0717","0.0308"
"0.8800","0.0733","0.0320"
"0.9000","0.0750","0.0334"
"0.9200","0.0767","0.0349"
"0.9400","0.0785","0.0366"
"0.9600","0.0803","0.0384"
"0.9800","0.0819","0.0401"
"1.0000","0.0837","0.0417"
"1.0200","0.0854","0.0432"
"1.0400","0.0869","0.0447"
"1.0600","0.0885","0.0463"
"1.0800","0.0902","0.0478"
"1.1000","0.0917","0.0493"
"1.1200","0.0933","0.0507"
"1.1400","0.0949","0.0519"
"1.1600","0.0966","0.0533"
"1.1800","0.0981","0.0548"
"1.2000","0.0998","0.0564"
"1.2200","0.1015","0.0580"
"1.2400","0.1033","0.0596"
"1.2600","0.1052","0.0613"
"1.2800","0.1071","0.0631"
"1.3000","0.1088","0.0649"
"1.3200","0.1104","0.0667"
"1.3400","0.1120","0.0684"
"1.3600","0.1136","0.0699"
"1.3800","0.1150","0.0713"
"1.4000","0.1165","0.0727"
"1.4200","0.1181","0.0740"
"1.4400","0.1198","0.0755"
"1.4600","0.1216","0.0771"
"1.4800","0.1234","0.0787"
"1.5000","0.1251","0.0803"
"1.5200","0.1268","0.0820"
"1.5400","0.1286","0.0836"
"1.5600","0.1303","0.0853"
"1.5800","0.1320","0.0870"
"1.6000","0.1336","0.0886"
"1.6200","0.1354","0.0902"
"1.6400","0.1371","0.0918"
"1.6600","0.1386","0.0935"
"1.6800","0.1402","0.0950"
"1.7000","0.1418","0.0965"
"1.7200","0.1434","0.0981"
"1.7400","0.1450","0.0996"
"1.7600","0.1469","0.1011"
"1.7800","0.1485","0.1028"
"1.8000","0.1504","0.1044"
"1.8200","0.1523","0.1062"
"1.8400","0.1539","0.1079"
"1.8600","0.1554","0.1095"
"1.8800","0.1569","0.1109"
"1.9000","0.1584","0.1122"
"1.9200","0.1600","0.1136"
"1.9400","0.1615","0.1151"
"1.9600","0.1632","0.1165"
"1.9800","0.1649","0.1180"
"2.0000","0.1667","0.1196"
"2.0200","0.1685","0.1213"
"2.0400","0.1702","0.1231"
"2.0600","0.1720","0.1248"
"2.0800","0.1737","0.1263"
"2.1000","0.1753","0.1279"
"2.1200","0.1768","0.1296"
"2.1400","0.1784","0.1310"
"2.1600","0.1800","0.1322"
"2.1800","0.1817","0.1334"
"2.2000","0.1832","0.1348"
"2.2200","0.1848","0.1362"
"2.2400","0.1864","0.1376"
"2.2600","0.1882","0.1391"
"2.2800","0.1898","0.1406"
"2.3000","0.1917","0.1423"
"2.3200","0.1935","0.1440"
"2.3400","0.1953","0.1457"
"2.3600","0.1972","0.1474"
"2.3800","0.1988","0.1492"
"2.4000","0.2003","0.1508"
"2.4200","0.2019","0.1523"
"2.4400","0.2034","0.1536"
"2.4600","0.2049","0.1550"
"2.4800","0.2065","0.1564"
"2.5000","0.2081","0.1578"
"2.5200","0.2099","0.1593"
"2.5400","0.2117","0.1609"
"2.5600","0.2134","0.1626"
"2.5800","0.2152","0.1643"
"2.6000","0.2169","0.1660"
"2.6200","0.2185","0.1676"
"2.6400","0.2202","0.1691"
"2.6600","0.2217","0.1706"
"2.6800","0.2234","0.1720"
"2.7000","0.2250","0.1735"
"2.7200","0.2267","0.1751"
"2.7400","0.2282","0.1767"
"2.7600","0.2297","0.1781"
"2.7800","0.2315","0.1795"
"2.8000","0.2332","0.1811"
"2.8200","0.2349","0.1827"
"2.8400","0.2368","0.1844"
"2.8600","0.2386","0.1861"
"2.8800","0.2404","0.1878"
"2.9000","0.2420","0.1894"
"2.9200","0.2435","0.1910"
"2.9400","0.2451","0.1925"
"2.9600","0.2466","0.1938"
"2.9800","0.2483","0.1952"
"3.0000","0.2499","0.1967"
"3.0200","0.2516","0.1982"
"3.0400","0.2533","0.1997"
"3.0600","0.2551","0.2013"
"3.0800","0.2569","0.2030"
"3.1000","0.2585","0.2047"
"3.1200","0.2602","0.2064"
"3.1400","0.2617","0.2079"
"3.1600","0.2635","0.2093"
"3.1800","0.2653","0.2109"
"3.2000","0.2669","0.2125"
"3.2200","0.2686","0.2141"
"3.2400","0.2702","0.2156"
"3.2600","0.2719","0.2171"
"3.2800","0.2734","0.2186"
"3.3000","0.2751","0.2199"
"3.3200","0.2767","0.2214"
"3.3400","0.2784","0.2229"
"3.3600","0.2800","0.2245"
"3.3800","0.2819","0.2261"
"3.4000","0.2836","0.2277"
"3.4200","0.2855","0.2294"
"3.4400","0.2872","0.2311"
"3.4600","0.2888","0.2328"
"3.4800","0.2902","0.2342"
