Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
12,"50.00","1.65","3.43","549.80","6.85","3.43","23376.83","3.44","1.65"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","0.0121"
"0.0200","0.0000","0.0121"
"0.0400","0.0002","0.0121"
"0.0600","0.0004","0.0120"
"0.0800","0.0006","0.0120"
"0.1000","0.0018","0.0122"
"0.1200","0.0042","0.0136"
"0.1400","0.0077","0.0167"
"0.1600","0.0107","0.0210"
"0.1800","0.0136","0.0253"
"0.2000","0.0158","0.0288"
"0.2200","0.0179","0.0317"
"0.2400","0.0198","0.0344"
"0.2600","0.0217","0.0370"
"0.2800","0.0234","0.0393"
"0.3000","0.0250","0.0413"
"0.3200","0.0267","0.0432"
"0.3400","0.0285","0.0453"
"0.3600","0.0300","0.0474"
"0.3800","0.0316","0.0494"
"0.4000","0.0333","0.0514"
"0.4200","0.0351","0.0535"
"0.4400","0.0365","0.0556"
"0.4600","0.0381","0.0576"
"0.4800","0.0398","0.0596"
"0.5000","0.0414","0.0618"
"0.5200","0.0432","0.0641"
"0.5400","0.0451","0.0664"
"0.5600","0.0469","0.0689"
"0.5800","0.0485","0.0713"
"0.6000","0.0503","0.0737"
"0.6200","0.0518","0.0761"
"0.6400","0.0534","0.0783"
"0.6600","0.0550","0.0804"
"0.6800","0.0567","0.0825"
"0.7000","0.0582","0.0847"
"0.7200","0.0599","0.0868"
"0.7400","0.0616","0.0890"
"0.7600","0.0633","0.0913"
"0.7800","0.0650","0.0937"
"0.8000","0.0667","0.0960"
"0.8200","0.0684","0.0984"
"0.8400","0.0700","0.1009"
"0.8600","0.0718","0.1033"
"0.8800","0.0735","0.1058"
"0.9000","0.0752","0.1083"
"0.9200","0.0769","0.1107"
