Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
21,"50.00","1.42","4.60","474.00","9.19","4.60","20018.47","4.60","1.42"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0168"
"0.0200","0.0000","-0.0168"
"0.0400","0.0002","-0.0168"
"0.0600","0.0006","-0.0168"
"0.0800","0.0013","-0.0165"
"0.1000","0.0024","-0.0158"
"0.1200","0.0039","-0.0145"
"0.1400","0.0059","-0.0127"
"0.1600","0.0085","-0.0101"
"0.1800","0.0115","-0.0069"
"0.2000","0.0143","-0.0034"
"0.2200","0.0169","-0.0013"
"0.2400","0.0191","-0.0014"
"0.2600","0.0211","-0.0018"
"0.2800","0.0229","-0.0015"
"0.3000","0.0247","-0.0018"
"0.3200","0.0266","-0.0027"
"0.3400","0.0283","-0.0025"
"0.3600","0.0301","-0.0016"
"0.3800","0.0319","-0.0009"
"0.4000","0.0335","-0.0005"
"0.4200","0.0349","-0.0003"
"0.4400","0.0365","0.0000"
"0.4600","0.0381","0.0005"
"0.4800","0.0395","0.0014"
"0.5000","0.0412","0.0021"
"0.5200","0.0429","0.0027"
"0.5400","0.0446","0.0033"
"0.5600","0.0464","0.0038"
"0.5800","0.0483","0.0045"
"0.6000","0.0501","0.0056"
"0.6200","0.0518","0.0072"
"0.6400","0.0535","0.0091"
"0.6600","0.0551","0.0112"
"0.6800","0.0567","0.0130"
"0.7000","0.0582","0.0147"
"0.7200","0.0600","0.0164"
"0.7400","0.0615","0.0183"
"0.7600","0.0630","0.0204"
"0.7800","0.0647","0.0224"
"0.8000","0.0663","0.0243"
"0.8200","0.0681","0.0262"
"0.8400","0.0698","0.0280"
"0.8600","0.0717","0.0299"
"0.8800","0.0734","0.0319"
"0.9000","0.0752","0.0340"
"0.9200","0.0770","0.0363"
"0.9400","0.0786","0.0384"
"0.9600","0.0802","0.0403"
"0.9800","0.0818","0.0420"
"1.0000","0.0833","0.0439"
"1.0200","0.0848","0.0459"
"1.0400","0.0864","0.0479"
"1.0600","0.0881","0.0499"
"1.0800","0.0900","0.0520"
"1.1000","0.0916","0.0540"
"1.1200","0.0935","0.0562"
"1.1400","0.0952","0.0585"
"1.1600","0.0968","0.0607"
"1.1800","0.0985","0.0627"
"1.2000","0.1001","0.0646"
"1.2200","0.1016","0.0664"
"1.2400","0.1033","0.0682"
"1.2600","0.1051","0.0702"
"1.2800","0.1067","0.0723"
"1.3000","0.1083","0.0743"
"1.3200","0.1099","0.0761"
"1.3400","0.1116","0.0781"
"1.3600","0.1132","0.0802"
"1.3800","0.1150","0.0823"
"1.4000","0.1169","0.0845"
"1.4200","0.1186","0.0869"
"1.4400","0.1204","0.0892"
"1.4600","0.1222","0.0913"
"1.4800","0.1236","0.0933"
"1.5000","0.1251","0.0952"
"1.5200","0.1267","0.0971"
"1.5400","0.1283","0.0990"
"1.5600","0.1300","0.1006"
"1.5800","0.1316","0.1022"
"1.6000","0.1334","0.1042"
"1.6200","0.1352","0.1066"
"1.6400","0.1368","0.1088"
"1.6600","0.1385","0.1107"
"1.6800","0.1401","0.1125"
"1.7000","0.1418","0.1146"
"1.7200","0.1436","0.1168"
"1.7400","0.1453","0.1190"
"1.7600","0.1469","0.1210"
"1.7800","0.1485","0.1230"
"1.8000","0.1503","0.1250"
"1.8200","0.1518","0.1272"
"1.8400","0.1535","0.1291"
"1.8600","0.1550","0.1310"
"1.8800","0.1568","0.1329"
"1.9000","0.1584","0.1348"
"1.9200","0.1602","0.1368"
"1.9400","0.1620","0.1389"
"1.9600","0.1639","0.1410"
"1.9800","0.1656","0.1432"
