Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
13,"50.00","1.62","3.10","541.28","6.20","3.10","23770.17","3.11","1.62"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0771"
"0.0200","0.0001","-0.0771"
"0.0400","0.0002","-0.0770"
"0.0600","0.0004","-0.0770"
"0.0800","0.0013","-0.0769"
"0.1000","0.0034","-0.0759"
"0.1200","0.0061","-0.0731"
"0.1400","0.0091","-0.0689"
"0.1600","0.0118","-0.0641"
"0.1800","0.0140","-0.0596"
"0.2000","0.0162","-0.0557"
"0.2200","0.0181","-0.0524"
"0.2400","0.0198","-0.0495"
"0.2600","0.0215","-0.0466"
"0.2800","0.0233","-0.0440"
"0.3000","0.0251","-0.0414"
"0.3200","0.0267","-0.0386"
"0.3400","0.0282","-0.0360"
"0.3600","0.0299","-0.0335"
"0.3800","0.0315","-0.0311"
"0.4000","0.0332","-0.0286"
"0.4200","0.0349","-0.0259"
"0.4400","0.0368","-0.0232"
"0.4600","0.0386","-0.0203"
"0.4800","0.0405","-0.0174"
"0.5000","0.0421","-0.0146"
"0.5200","0.0436","-0.0119"
"0.5400","0.0451","-0.0095"
"0.5600","0.0466","-0.0073"
"0.5800","0.0483","-0.0050"
"0.6000","0.0498","-0.0025"
"0.6200","0.0515","0.0000"
"0.6400","0.0532","0.0025"
"0.6600","0.0551","0.0052"
"0.6800","0.0568","0.0080"
"0.7000","0.0587","0.0108"
"0.7200","0.0602","0.0134"
"0.7400","0.0619","0.0160"
"0.7600","0.0636","0.0186"
"0.7800","0.0653","0.0212"
"0.8000","0.0668","0.0237"
"0.8200","0.0686","0.0262"
"0.8400","0.0702","0.0287"
"0.8600","0.0718","0.0312"
"0.8800","0.0733","0.0337"
"0.9000","0.0748","0.0360"
"0.9200","0.0765","0.0383"
"0.9400","0.0782","0.0407"
"0.9600","0.0799","0.0432"
"0.9800","0.0819","0.0459"
"1.0000","0.0837","0.0487"
"1.0200","0.0856","0.0514"
"1.0400","0.0872","0.0541"
"1.0600","0.0888","0.0564"
"1.0800","0.0903","0.0576"
"1.1000","0.0918","0.0575"
"1.1200","0.0935","0.0569"
