Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
5,"50.00","1.31","5.35","437.92","10.71","5.35","16552.38","5.47","1.31"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0379"
"0.0200","0.0001","-0.0378"
"0.0400","0.0002","-0.0378"
"0.0600","0.0004","-0.0379"
"0.0800","0.0009","-0.0379"
"0.1000","0.0026","-0.0374"
"0.1200","0.0052","-0.0356"
"0.1400","0.0084","-0.0324"
"0.1600","0.0111","-0.0285"
"0.1800","0.0133","-0.0247"
"0.2000","0.0156","-0.0214"
"0.2200","0.0176","-0.0187"
"0.2400","0.0196","-0.0163"
"0.2600","0.0215","-0.0139"
"0.2800","0.0233","-0.0116"
"0.3000","0.0250","-0.0095"
"0.3200","0.0266","-0.0074"
"0.3400","0.0281","-0.0056"
"0.3600","0.0299","-0.0039"
"0.3800","0.0315","-0.0020"
"0.4000","0.0332","0.0000"
"0.4200","0.0348","0.0020"
"0.4400","0.0367","0.0039"
"0.4600","0.0384","0.0059"
"0.4800","0.0400","0.0079"
"0.5000","0.0418","0.0099"
"0.5200","0.0433","0.0118"
"0.5400","0.0450","0.0136"
"0.5600","0.0467","0.0154"
"0.5800","0.0485","0.0173"
"0.6000","0.0502","0.0193"
"0.6200","0.0518","0.0213"
"0.6400","0.0536","0.0232"
"0.6600","0.0551","0.0251"
"0.6800","0.0567","0.0268"
"0.7000","0.0583","0.0285"
"0.7200","0.0600","0.0302"
"0.7400","0.0617","0.0321"
"0.7600","0.0635","0.0340"
"0.7800","0.0653","0.0360"
"0.8000","0.0668","0.0379"
"0.8200","0.0686","0.0397"
"0.8400","0.0702","0.0415"
"0.8600","0.0717","0.0433"
"0.8800","0.0733","0.0450"
"0.9000","0.0748","0.0466"
"0.9200","0.0766","0.0484"
"0.9400","0.0782","0.0501"
"0.9600","0.0798","0.0518"
"0.9800","0.0817","0.0536"
"1.0000","0.0835","0.0556"
"1.0200","0.0851","0.0575"
"1.0400","0.0868","0.0593"
"1.0600","0.0884","0.0611"
"1.0800","0.0902","0.0629"
"1.1000","0.0920","0.0647"
"1.1200","0.0936","0.0666"
"1.1400","0.0953","0.0684"
"1.1600","0.0968","0.0702"
"1.1800","0.0985","0.0718"
"1.2000","0.0999","0.0735"
"1.2200","0.1015","0.0750"
"1.2400","0.1032","0.0766"
"1.2600","0.1048","0.0783"
"1.2800","0.1066","0.0802"
"1.3000","0.1084","0.0820"
"1.3200","0.1103","0.0839"
"1.3400","0.1119","0.0858"
"1.3600","0.1136","0.0876"
"1.3800","0.1152","0.0894"
"1.4000","0.1168","0.0911"
"1.4200","0.1183","0.0927"
"1.4400","0.1199","0.0942"
"1.4600","0.1216","0.0957"
"1.4800","0.1231","0.0973"
"1.5000","0.1249","0.0987"
"1.5200","0.1266","0.0999"
"1.5400","0.1282","0.1012"
"1.5600","0.1299","0.1029"
"1.5800","0.1315","0.1046"
"1.6000","0.1333","0.1063"
"1.6200","0.1351","0.1081"
"1.6400","0.1367","0.1099"
"1.6600","0.1384","0.1117"
"1.6800","0.1400","0.1133"
"1.7000","0.1417","0.1149"
"1.7200","0.1433","0.1166"
"1.7400","0.1447","0.1183"
"1.7600","0.1464","0.1198"
"1.7800","0.1480","0.1213"
"1.8000","0.1498","0.1230"
"1.8200","0.1516","0.1248"
"1.8400","0.1534","0.1266"
"1.8600","0.1552","0.1284"
"1.8800","0.1569","0.1303"
"1.9000","0.1585","0.1321"
"1.9200","0.1602","0.1339"
"1.9400","0.1617","0.1355"
"1.9600","0.1634","0.1369"
"1.9800","0.1652","0.1385"
"2.0000","0.1668","0.1402"
"2.0200","0.1683","0.1418"
"2.0400","0.1700","0.1435"
"2.0600","0.1717","0.1451"
"2.0800","0.1733","0.1467"
"2.1000","0.1748","0.1483"
"2.1200","0.1766","0.1499"
"2.1400","0.1785","0.1516"
"2.1600","0.1803","0.1534"
"2.1800","0.1820","0.1553"
"2.2000","0.1838","0.1571"
"2.2200","0.1853","0.1588"
"2.2400","0.1870","0.1604"
"2.2600","0.1884","0.1619"
"2.2800","0.1898","0.1634"
"2.3000","0.1914","0.1647"
"2.3200","0.1930","0.1661"
"2.3400","0.1947","0.1676"
"2.3600","0.1964","0.1693"
"2.3800","0.1983","0.1711"
"2.4000","0.2001","0.1729"
"2.4200","0.2019","0.1748"
"2.4400","0.2035","0.1765"
"2.4600","0.2052","0.1781"
"2.4800","0.2067","0.1797"
"2.5000","0.2082","0.1811"
"2.5200","0.2099","0.1825"
"2.5400","0.2116","0.1841"
"2.5600","0.2132","0.1857"
"2.5800","0.2149","0.1873"
"2.6000","0.2166","0.1889"
"2.6200","0.2182","0.1906"
"2.6400","0.2198","0.1922"
"2.6600","0.2217","0.1938"
"2.6800","0.2234","0.1955"
"2.7000","0.2252","0.1972"
"2.7200","0.2270","0.1989"
"2.7400","0.2287","0.2007"
"2.7600","0.2302","0.2023"
"2.7800","0.2317","0.2038"
"2.8000","0.2334","0.2052"
"2.8200","0.2348","0.2067"
"2.8400","0.2363","0.2081"
"2.8600","0.2380","0.2095"
