Results Table 1
,Tensile strain (Displacement) gauge length,Maximum Force,Displacement at Maximum Force,Tensile stress at Maximum Force,Tensile strain (Displacement) at Maximum Force,Tensile displacement at Maximum Force,Modulus (Automatic Young's),Displacement at Tensile strength,Force at Tensile strength
,(mm),(kN),(mm),(MPa),(%),(mm),(MPa),(mm),(kN)
2,"50.00","1.35","6.02","449.84","12.04","6.02","15959.45","6.02","1.35"
Time,Displacement,Force
(s),(mm),(kN)
"0.0000","0.0000","-0.0402"
"0.0200","0.0000","-0.0402"
"0.0400","0.0002","-0.0402"
"0.0600","0.0005","-0.0401"
"0.0800","0.0018","-0.0398"
"0.1000","0.0041","-0.0386"
"0.1200","0.0071","-0.0360"
"0.1400","0.0100","-0.0323"
"0.1600","0.0125","-0.0286"
"0.1800","0.0148","-0.0252"
"0.2000","0.0166","-0.0224"
"0.2200","0.0183","-0.0201"
"0.2400","0.0200","-0.0182"
"0.2600","0.0216","-0.0165"
"0.2800","0.0233","-0.0147"
"0.3000","0.0249","-0.0128"
"0.3200","0.0266","-0.0110"
"0.3400","0.0282","-0.0091"
"0.3600","0.0299","-0.0073"
"0.3800","0.0315","-0.0055"
"0.4000","0.0334","-0.0035"
"0.4200","0.0352","-0.0016"
"0.4400","0.0368","0.0004"
"0.4600","0.0386","0.0023"
"0.4800","0.0403","0.0043"
"0.5000","0.0418","0.0061"
"0.5200","0.0433","0.0077"
"0.5400","0.0449","0.0093"
"0.5600","0.0464","0.0110"
"0.5800","0.0479","0.0126"
"0.6000","0.0497","0.0142"
"0.6200","0.0514","0.0160"
"0.6400","0.0531","0.0179"
"0.6600","0.0550","0.0198"
"0.6800","0.0569","0.0218"
"0.7000","0.0586","0.0238"
"0.7200","0.0603","0.0257"
"0.7400","0.0620","0.0275"
"0.7600","0.0635","0.0292"
"0.7800","0.0650","0.0309"
"0.8000","0.0667","0.0325"
"0.8200","0.0682","0.0342"
"0.8400","0.0698","0.0358"
"0.8600","0.0714","0.0374"
"0.8800","0.0731","0.0390"
"0.9000","0.0748","0.0407"
"0.9200","0.0765","0.0425"
"0.9400","0.0784","0.0442"
"0.9600","0.0802","0.0461"
"0.9800","0.0819","0.0481"
"1.0000","0.0837","0.0500"
"1.0200","0.0854","0.0518"
"1.0400","0.0869","0.0536"
"1.0600","0.0885","0.0552"
"1.0800","0.0902","0.0568"
"1.1000","0.0916","0.0584"
"1.1200","0.0933","0.0600"
"1.1400","0.0949","0.0616"
"1.1600","0.0967","0.0633"
"1.1800","0.0985","0.0650"
"1.2000","0.1003","0.0668"
"1.2200","0.1020","0.0687"
"1.2400","0.1037","0.0705"
"1.2600","0.1052","0.0721"
"1.2800","0.1068","0.0737"
"1.3000","0.1083","0.0753"
"1.3200","0.1099","0.0768"
"1.3400","0.1117","0.0783"
"1.3600","0.1132","0.0800"
"1.3800","0.1149","0.0817"
"1.4000","0.1165","0.0833"
"1.4200","0.1183","0.0850"
"1.4400","0.1199","0.0867"
"1.4600","0.1216","0.0884"
"1.4800","0.1235","0.0901"
"1.5000","0.1251","0.0919"
"1.5200","0.1270","0.0937"
"1.5400","0.1288","0.0955"
"1.5600","0.1303","0.0973"
"1.5800","0.1319","0.0989"
"1.6000","0.1335","0.1004"
"1.6200","0.1352","0.1019"
"1.6400","0.1367","0.1035"
"1.6600","0.1384","0.1050"
"1.6800","0.1400","0.1066"
"1.7000","0.1418","0.1083"
"1.7200","0.1434","0.1100"
"1.7400","0.1453","0.1117"
"1.7600","0.1470","0.1135"
"1.7800","0.1486","0.1152"
"1.8000","0.1503","0.1168"
"1.8200","0.1519","0.1185"
"1.8400","0.1534","0.1200"
"1.8600","0.1550","0.1215"
"1.8800","0.1568","0.1231"
"1.9000","0.1583","0.1247"
"1.9200","0.1600","0.1262"
"1.9400","0.1616","0.1278"
"1.9600","0.1633","0.1293"
"1.9800","0.1649","0.1310"
"2.0000","0.1666","0.1325"
"2.0200","0.1683","0.1341"
"2.0400","0.1701","0.1359"
"2.0600","0.1719","0.1376"
"2.0800","0.1737","0.1393"
"2.1000","0.1752","0.1410"
"2.1200","0.1767","0.1425"
"2.1400","0.1784","0.1440"
"2.1600","0.1800","0.1456"
"2.1800","0.1816","0.1471"
"2.2000","0.1832","0.1486"
"2.2200","0.1849","0.1501"
"2.2400","0.1866","0.1518"
"2.2600","0.1884","0.1535"
"2.2800","0.1902","0.1551"
"2.3000","0.1918","0.1568"
"2.3200","0.1935","0.1584"
"2.3400","0.1951","0.1600"
"2.3600","0.1968","0.1616"
"2.3800","0.1985","0.1632"
"2.4000","0.2001","0.1647"
"2.4200","0.2019","0.1663"
"2.4400","0.2035","0.1680"
"2.4600","0.2052","0.1696"
"2.4800","0.2068","0.1712"
"2.5000","0.2085","0.1727"
"2.5200","0.2100","0.1742"
"2.5400","0.2118","0.1757"
"2.5600","0.2136","0.1773"
"2.5800","0.2153","0.1790"
"2.6000","0.2171","0.1807"
"2.6200","0.2188","0.1823"
"2.6400","0.2203","0.1839"
"2.6600","0.2218","0.1852"
"2.6800","0.2234","0.1865"
"2.7000","0.2250","0.1879"
"2.7200","0.2267","0.1894"
"2.7400","0.2283","0.1908"
"2.7600","0.2300","0.1923"
"2.7800","0.2316","0.1938"
"2.8000","0.2334","0.1953"
"2.8200","0.2350","0.1969"
"2.8400","0.2367","0.1985"
"2.8600","0.2384","0.2000"
"2.8800","0.2401","0.2014"
"2.9000","0.2419","0.2030"
"2.9200","0.2434","0.2045"
"2.9400","0.2451","0.2060"
"2.9600","0.2469","0.2075"
"2.9800","0.2484","0.2090"
"3.0000","0.2499","0.2104"
"3.0200","0.2516","0.2117"
"3.0400","0.2532","0.2131"
"3.0600","0.2549","0.2146"
"3.0800","0.2567","0.2161"
"3.1000","0.2585","0.2178"
"3.1200","0.2603","0.2195"
"3.1400","0.2622","0.2212"
"3.1600","0.2640","0.2229"
"3.1800","0.2654","0.2246"
"3.2000","0.2669","0.2260"
"3.2200","0.2686","0.2272"
"3.2400","0.2701","0.2286"
"3.2600","0.2716","0.2300"
"3.2800","0.2733","0.2313"
"3.3000","0.2750","0.2327"
"3.3200","0.2766","0.2341"
"3.3400","0.2784","0.2356"
"3.3600","0.2800","0.2372"
"3.3800","0.2818","0.2388"
"3.4000","0.2835","0.2403"
"3.4200","0.2852","0.2419"
"3.4400","0.2868","0.2434"
"3.4600","0.2883","0.2449"
"3.4800","0.2899","0.2462"
"3.5000","0.2917","0.2475"
"3.5200","0.2932","0.2491"
"3.5400","0.2948","0.2506"
"3.5600","0.2964","0.2519"
"3.5800","0.2981","0.2534"
"3.6000","0.2999","0.2549"
"3.6200","0.3016","0.2565"
"3.6400","0.3034","0.2581"
"3.6600","0.3052","0.2596"
"3.6800","0.3069","0.2612"
"3.7000","0.3087","0.2627"
"3.7200","0.3101","0.2643"
"3.7400","0.3117","0.2656"
"3.7600","0.3133","0.2669"
"3.7800","0.3150","0.2682"
"3.8000","0.3165","0.2696"
"3.8200","0.3182","0.2710"
"3.8400","0.3199","0.2725"
"3.8600","0.3217","0.2739"
"3.8800","0.3234","0.2755"
"3.9000","0.3251","0.2770"
"3.9200","0.3268","0.2786"
"3.9400","0.3284","0.2801"
"3.9600","0.3302","0.2816"
"3.9800","0.3320","0.2832"
"4.0000","0.3336","0.2847"
"4.0200","0.3353","0.2861"
"4.0400","0.3369","0.2875"
"4.0600","0.3385","0.2889"
"4.0800","0.3400","0.2902"
"4.1000","0.3415","0.2914"
"4.1200","0.3433","0.2928"
"4.1400","0.3451","0.2942"
"4.1600","0.3468","0.2957"
"4.1800","0.3486","0.2973"
"4.2000","0.3504","0.2989"
"4.2200","0.3520","0.3005"
"4.2400","0.3538","0.3020"
"4.2600","0.3552","0.3035"
"4.2800","0.3566","0.3047"
